person_label_id,person_id,english_label,hebrew_label,hebrew_label_transliterated,hebrew_label_meaning,hebrew_strongs_number,greek_label,greek_label_transliterated,greek_label_meaning,greek_strongs_number,label_reference_id,label_type,label-given_by_god,label_notes,person_label_count,label_sequence
Shema_4_1,Shema_4,Shema,שֶׁמַע,shema,he hears,H8087,Σαμαιας,Samaias,,none,NEH 8:4,proper name,,,1,2772
Anaiah_1_1,Anaiah_1,Anaiah,עֲנָיָה,anaiah,Yahweh responds,H6043,Ανανιας,Ananias,,G367,NEH 8:4,proper name,,,1,2773
Uriah_3_1,Uriah_3,Uriah,אוּרִיָּה,uriyah,"Yahweh is [my] flame, light",H223,Ουρια,Ouria,,none,NEH 8:4,proper name,,,1,2774
Maaseiah_10_1,Maaseiah_10,Maaseiah,מַעֲשֵׂיָה,maəseyah,Yahweh is a refuge,H4641,Μαασαια,Maasaia,,none,NEH 8:4,proper name,,,1,2775
Pedaiah_5_1,Pedaiah_5,Pedaiah,פְּדָיָה,pədayah,Yahweh ransoms,H6305,Φαδαιας,PHadaias,,none,NEH 8:4,proper name,,,1,2776
Mishael_2_1,Mishael_2,Mishael,מִֽישָׁאֵ֥ל,miyshael,Who belongs to G-d [El]?,H4332,Μισαηλ,Misaēl,,none,NEH 8:4,proper name,,,1,2777
Hashum_2_1,Hashum_2,Hashum,חָשֻׁם,chashum,broad-nosed,H2828,Ωσαμ,Ōsam,,none,NEH 8:4,proper name,,,1,2778
Hashbaddanah_1_1,Hashbaddanah_1,Hashbaddanah,חַשְׁבַּדָּנָה,chashəbadanah,[prob.] Yahweh has considered me,H2806,Ασαβδανα,Asabdana,,none,NEH 8:4,proper name,,,1,2779
Meshullam_13_1,Meshullam_13,Meshullam,מְשֻׁלָּם,məshulam,restitution,H4918,Μοσολλαμ,Mosollam,,none,NEH 8:4,proper name,,,1,2780
Jeshua_7_1,Jeshua_7,Jeshua,יֵשׁוּעַ,yeshua,Yahweh saves,H3442,Ἰησοῦς,Iēsoûs,,G2424,NEH 8:7,proper name,,,1,2781
Bani_7_1,Bani_7,Bani,בָּנִי,baniy,descendant,H1137,Βαναιας,Banaias,,none,NEH 8:7,proper name,,,1,2782
Sherebiah_2_1,Sherebiah_2,Sherebiah,שֵׁרֵבְיָה,shrevəyah,[poss.] Yahweh has sent burning heat,H8274,Σαραβια,Sarabia,,none,NEH 8:7,proper name,,,1,2783
Jamin_3_1,Jamin_3,Jamin,יָמִין,yamiyn,"[poss.] right hand; south, an indication of [good] fortune",H3226,[none],,,,NEH 8:7,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2784
Shabbethai_2_1,Shabbethai_2,Shabbethai,שַׁבְּתַי,shabətay,one born at Sabbath,H7678,[none],,,,NEH 8:7,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2785
Hodiah_2_1,Hodiah_2,Hodiah,הוֹדִיָּה,hodiyah,grandeur is Yahweh,H1941,[none],,,,NEH 8:7,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2786
Kelita_1_1,Kelita_1,Kelita,קְלִיטָא,qəliyta,,H7042,[none],,,,NEH 8:7,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2787
Jozabad_8_1,Jozabad_8,Jozabad,יוֹזָבָד,yozavad,Yahweh bestowed,H3107,[none],,,,NEH 8:7,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2788
Pelaiah_2_1,Pelaiah_2,Pelaiah,פְּלָיָה,pəlayah,Yahweh is spectacular,H6411,[none],,,,NEH 8:7,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2789
Kadmiel_2_1,Kadmiel_2,Kadmiel,קַדְמִיאֵל,qadəmiyel,[stand] before G-d [El],H6934,Καδμιηλ,Kadmiēl,,none,NEH 9:4,proper name,,,1,2790
Shebaniah_2_1,Shebaniah_2,Shebaniah,שְׁבַנְיָה,shəvanəyah,,H7645,Σαχανια,Saxania,,none,NEH 9:4,proper name,,,1,2791
Bunni_1_1,Bunni_1,Bunni,בֻּנִּי,buniy,,H1138,[none],,,,NEH 9:4,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2792
Bani_8_1,Bani_8,Bani,בָּנִי,baniy,descendant,H1137,[none],,,,NEH 9:4,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2793
Chenani_1_1,Chenani_1,Chenani,כְּנָנִי,kənaniy,Yahweh strengthens,H3662,Χανανι,Xanani,,none,NEH 9:4,proper name,,,1,2794
Hashabneiah_2_1,Hashabneiah_2,Hashabneiah,חֲשַׁבְנְיָה,chashavənəyah,[prob.] Yahweh has considered me,H2813,[none],,,,NEH 9:5,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2795
Pethahiah_3_1,Pethahiah_3,Pethahiah,פְּתַחְיָה,pətachəyah,Yahweh opens,H6611,[none],,,,NEH 9:5,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2796
Zedekiah_3_1,Zedekiah_3,Zedekiah,צִדְקִיָּה,tsidəqyah,Yahweh is [my] righteousness,H6667,Σεδεκιας,Sedekias,,none,NEH 10:1,proper name,,,1,2797
Seraiah_7_1,Seraiah_7,Seraiah,שְׂרָיָה,səraiyah,Yahweh persists; Yahweh is prince; Yahweh contends,H8304,Σαραια,Asa,Saraia,none,NEH 10:2,proper name,,NEH 10:3 in the BHS and Rahlfs Septuaginta,1,2798
Jeremiah_7_1,Jeremiah_7,Jeremiah,יִרְמְיָה,yirəmyah,"Yahweh loosens [the womb]; Yahweh lifts up; [poss.] Yahweh shoots, establishes",H3414,Ιερμια,Iermia,,none,NEH 10:2,proper name,,NEH 10:3 in the BHS and Rahlfs Septuaginta,1,2799
Amariah_6_1,Amariah_6,Amariah,אֲמַרְיָה,amarəyah,Yahweh has said,H568,Αμαρια,Amaria,,none,NEH 10:3,proper name,,NEH 10:4 in the BHS and Rahlfs Septuaginta,1,2800
Hattush_3_1,Hattush_3,Hattush,חַטּוּשׁ,chatush,,H2407,Ατους,Atous,,none,NEH 10:4,proper name,,NEH 10:5 in the BHS and Rahlfs Septuaginta,1,2801
Shebaniah_3_1,Shebaniah_3,Shebaniah,שְׁבַנְיָה,shəvanəyah,,H7645,Σεβανι,Sebani,,none,NEH 10:4,proper name,,NEH 10:5 in the BHS and Rahlfs Septuaginta,1,2802
Malluch_4_1,Malluch_4,Malluch,מַלּוּךְ,malukh,counselor; king,H4409,Μαλουχ,Maloux,,none,NEH 10:4,proper name,,NEH 10:5 in the BHS and Rahlfs Septuaginta,1,2803
Obadiah_10_1,Obadiah_10,Obadiah,עֹבַדְיָה,ovedəyah,servant [worshiper] of Yahweh,H5662,Αβδια,Abdia,,none,NEH 10:5,proper name,,NEH 10:6 in the BHS and Rahlfs Septuaginta,1,2804
Ginnethon_1_1,Ginnethon_1,Ginnethon,גִּנְּתוֹן,ginəton,,H1599,Γαναθων,Ganathōn,,none,NEH 10:6,proper name,,NEH 10:7 in the BHS and Rahlfs Septuaginta,1,2805
Baruch_2_1,Baruch_2,Baruch,בָּרוּךְ,barukh,be blessed,H1263,Βαρουχ,Baroux,,none,NEH 10:6,proper name,,NEH 10:7 in the BHS and Rahlfs Septuaginta,1,2806
Abijah_6_1,Abijah_6,Abijah,אֲבִיָּה,abiyah,[my] father is Yahweh,H29,Αβια,Abia,,G7,NEH 10:7,proper name,,NEH 10:8 in the BHS and Rahlfs Septuaginta,1,2807
Mijamin_3_1,Mijamin_3,Mijamin,מִיָּמִין,miyamiyn,from the right hand,H4326,Μιαμιν,Miamin,,none,NEH 10:7,proper name,,NEH 10:8 in the BHS and Rahlfs Septuaginta,1,2808
Maaziah_2_1,Maaziah_2,Maaziah,מַעַזְיָה,maazəyahu,Yahweh is a refuge,H4590,Μααζια,Maazia,,none,NEH 10:8,proper name,,NEH 10:9 in the BHS and Rahlfs Septuaginta,1,2809
Bilgai_1_1,Bilgai_1,Bilgai,בִּלְגַּי,Biləgay,"gleam, smile",H1084,Βελγαι,Belgai,,none,NEH 10:8,proper name,,NEH 10:9 in the BHS and Rahlfs Septuaginta,1,2810
Shemaiah_19_1,Shemaiah_19,Shemaiah,שְׁמַעְיָה,shəmaəyah,Yahweh hears,H8098,Σαμαια,Samaia,,none,NEH 10:8,proper name,,NEH 10:9 in the BHS and Rahlfs Septuaginta,1,2811
Jeshua_8_1,Jeshua_8,Jeshua,יֵשׁוּעַ,yeshua,Yahweh saves,H3442,Ἰησοῦς,Iēsoûs,,G2424,NEH 10:9,proper name,,NEH 10:10 in the BHS and Rahlfs Septuaginta,1,2812
Azaniah_1_1,Azaniah_1,Azaniah,אֲזַנְיָה,azanəyah,Yahweh has listened,H245,Αζανια,Azania,,none,NEH 10:9,proper name,,NEH 10:10 in the BHS and Rahlfs Septuaginta,1,2813
Rehob_2_1,Rehob_2,Rehob,רְחֹב,rəchov,"broad, wide [place, market]",H7340,Ροωβ,Roōb,,none,NEH 10:11,proper name,,NEH 10:12 in the BHS and Rahlfs Septuaginta,1,2814
Hashabiah_6_1,Hashabiah_6,Hashabiah,חֲשַׁבְיָה,chashavəyah,Yahweh has reckoned,H2811,Εσεβιας,Esebias,,none,NEH 10:11,proper name,,NEH 10:12 in the BHS and Rahlfs Septuaginta,1,2815
Zaccur_6_1,Zaccur_6,Zaccur,זַכּוּר,zakəur,remembering,H2139,Ζαχωρ,Zaxōr,,none,NEH 10:12,proper name,,NEH 10:13 in the BHS and Rahlfs Septuaginta,1,2816
Shebaniah_4_1,Shebaniah_4,Shebaniah,שְׁבַנְיָהוּ,shəvanəyahu,,H7645,Σεβανια,Sebania,,none,NEH 10:12,proper name,,NEH 10:13 in the BHS and Rahlfs Septuaginta,1,2817
Hodiah_3_1,Hodiah_3,Hodiah,הוֹדִיָּה,hodiyah,grandeur is Yahweh,H1941,Ωδουια,Ōdouia,,none,NEH 10:13,proper name,,NEH 10:14 in the BHS and Rahlfs Septuaginta,1,2818
Beninu_1_1,Beninu_1,Beninu,בְּנִינוּ,bəniynu,our son,H1148,Βανουναι,Banounai,,none,NEH 10:13,proper name,,NEH 10:14 in the BHS and Rahlfs Septuaginta,1,2819
Adonijah_3_1,Adonijah_3,Adonijah,אֲדֹנִיָּה,adoniyah,[my] lord is Yahweh,H138,Εδανια,Edania,,none,NEH 10:16,proper name,,NEH 10:17 in the BHS and Rahlfs Septuaginta,1,2820
Azzur_1_1,Azzur_1,Azzur,עַזֻּר,Azur,help,H5809,Αζουρ,Azour,,none,NEH 10:17,proper name,,NEH 10:18 in the BHS and Rahlfs Septuaginta,1,2821
Hodiah_4_1,Hodiah_4,Hodiah,הוֹדִיָּה,hodiyah,grandeur is Yahweh,H1941,Οδουια,Odouia,,none,NEH 10:18,proper name,,NEH 10:19 in the BHS and Rahlfs Septuaginta,1,2822
Hariph_1_1,Hariph_1,Hariph,חָרִיף,chariyf,one born at harvest time,H2756,Αριφ,Ariph,,none,NEH 10:19,proper name,,NEH 10:20 in the BHS and Rahlfs Septuaginta,1,2823
Anathoth_2_1,Anathoth_2,Anathoth,עֲנָתוֹת,anatot,plural of Anath,H6068,Αναθωθ,Anathōth,,none,NEH 10:19,proper name,,NEH 10:20 in the BHS and Rahlfs Septuaginta,1,2824
Nebai_1_1,Nebai_1,Nebai,נֵיבָי,neyvay,thrive,H5109,Νωβαι,Nōbai,,none,NEH 10:19,proper name,,NEH 10:20 in the BHS and Rahlfs Septuaginta,1,2825
Magpiash_1_1,Magpiash_1,Magpiash,מַגְפִּיעָשׁ,magəpiyash,moth killer,H4047,Μαγαφης,Magaphēs,,none,NEH 10:20,proper name,,NEH 10:21 in the BHS and Rahlfs Septuaginta,1,2826
Hezir_2_1,Hezir_2,Hezir,חֵזִיר,cheziyr,boar,H2387,Ηζιρ,Ēzir,,none,NEH 10:20,proper name,,NEH 10:21 in the BHS and Rahlfs Septuaginta,1,2827
Jaddua_1_1,Jaddua_1,Jaddua,יַדּוּעַ,yadua,one known,H3037,Ιεδδουα,Ieddoua,,none,NEH 10:21,proper name,,NEH 10:22 in the BHS and Rahlfs Septuaginta,1,2828
Pelatiah_3_1,Pelatiah_3,Pelatiah,פְּלַטְיָה,pəlatəyah,Yahweh rescues,H6410,Φαλτια,PHaltia,,none,NEH 10:22,proper name,,NEH 10:23 in the BHS and Rahlfs Septuaginta,1,2829
Hanan_5_1,Hanan_5,Hanan,חָנָן,chanan,gracious,H2605,Αναν,Anan,,none,NEH 10:22,proper name,,NEH 10:23 in the BHS and Rahlfs Septuaginta,1,2830
Anaiah_2_1,Anaiah_2,Anaiah,עֲנָיָה,anaiah,Yahweh responds,H6043,Αναια,Anaia,,none,NEH 10:22,proper name,,NEH 10:23 in the BHS and Rahlfs Septuaginta,1,2831
Hoshea_3_1,Hoshea_3,Hoshea,הוֹשֵׁ֥עַ,hoshea,salvation,H1954,Ωσηε,Ōsēe,,none,NEH 10:23,proper name,,NEH 10:24 in the BHS and Rahlfs Septuaginta,1,2832
Pilha_1_1,Pilha_1,Pilha,פִּלְחָא,piləcha,millstone; plowman; harelip,H6401,Φαλαϊ,PHalaï,,none,NEH 10:24,proper name,,NEH 10:25 in the BHS and Rahlfs Septuaginta,1,2833
Shobek_1_1,Shobek_1,Shobek,שׁוֹבֵק,shoveq,victor,H7733,Σωβηκ,Sōbēk,,none,NEH 10:24,proper name,,NEH 10:25 in the BHS and Rahlfs Septuaginta,1,2834
Hashabnah_1_1,Hashabnah_1,Hashabnah,חֲשַׁבְנָה,chashavənah,[prob.] Yahweh has considered me,H2812,Εσαβανα,Esabana,,none,NEH 10:25,proper name,,NEH 10:26 in the BHS and Rahlfs Septuaginta,1,2835
Ahiah_1_1,Ahiah_1,Ahiah,אֲחִיָּה,achiyah,[my] brother is Yahweh,H281,Αϊα,Aïa,,none,NEH 10:26,proper name,,NEH 10:27 in the BHS and Rahlfs Septuaginta,1,2836
Hanan_6_1,Hanan_6,Hanan,חָנָן,chanan,gracious,H2605,Αιναν,Ainan,,none,NEH 10:26,proper name,,NEH 10:27 in the BHS and Rahlfs Septuaginta,1,2837
Anan_1_1,Anan_1,Anan,עָנָן,anan,cloud,H6052,Ηναν,Ēnan,,none,NEH 10:26,proper name,,NEH 10:27 in the BHS and Rahlfs Septuaginta,1,2838
Athaiah_1_1,Athaiah_1,Athaiah,עֲתָיָה,atayah,[poss.] [the] superiority of Yahweh,H6265,Αθαια,Athaia,,none,NEH 11:4,proper name,,,1,2839
Uzziah_3_1,Uzziah_3,Uzziah,עֻזִּיָּה,uziyah,Yahweh is [my] strength,H5818,Αζαια,Azaia,,none,NEH 11:4,proper name,,,1,2840
Zechariah_19_1,Zechariah_19,Zechariah,זְכַרְיָה,zəcharəyah,Yahweh remembers,H2148,Ζαχαρια,Zaxaria,,none,NEH 11:4,proper name,,,1,2841
Amariah_7_1,Amariah_7,Amariah,אֲמַרְיָה,amarəyah,Yahweh has said,H568,Αμαρια,Amaria,,none,NEH 11:4,proper name,,,1,2842
Shephatiah_7_1,Shephatiah_7,Shephatiah,שְׁפַטְיָה,shəfatəyah,Yahweh has judged,H8203,Σαφατια,Saphatia,,none,NEH 11:4,proper name,,,1,2843
Mahalalel_2_1,Mahalalel_2,Mahalalel,מַֽהֲלַלְאֵ֔ל,mahalalel,praise of G-d [El],H4111,Μαλεληλ,Malelēl,,none,NEH 11:4,proper name,,,1,2844
Maaseiah_11_1,Maaseiah_11,Maaseiah,מַעֲשֵׂיָה,maəseyahu,Yahweh is a refuge,H4641,Μαασια,Maasia,,none,NEH 11:5,proper name,,,1,2845
Baruch_3_1,Baruch_3,Baruch,בָּרוּךְ,barukh,be blessed,H1263,Βαρουχ,Baroux,,none,NEH 11:5,proper name,,,1,2846
Hazaiah_1_1,Hazaiah_1,Hazaiah,חֲזָיָה,chazayah,Yahweh sees,H2382,Οζια,Ozia,,none,NEH 11:5,proper name,,,1,2847
Adaiah_8_1,Adaiah_8,Adaiah,עֲדָיָה,adayah,adornment of Yahweh,H5718,Αδαια,Adaia,,none,NEH 11:5,proper name,,,1,2848
Joiarib_2_1,Joiarib_2,Joiarib,יוֹיָרִיב,yoyariyv,"Yahweh contends, pleads [your case]",H3114,Ιωριβ,Iōrib,,none,NEH 11:5,proper name,,,1,2849
Zechariah_20_1,Zechariah_20,Zechariah,זְכַרְיָה,zəcharəyah,Yahweh remembers,H2148,Θηζια,Thēzia,,none,NEH 11:5,proper name,,,1,2850
Sallu_2_1,Sallu_2,Sallu,סָלוּא,salu,restored,H5543,Σηλω,Sēlō,,none,NEH 11:7,proper name,,,1,2851
Meshullam_14_1,Meshullam_14,Meshullam,מְשֻׁלָּם,məshulam,restitution,H4918,Μεσουλαμ,Mesoulam,,none,NEH 11:7,proper name,,,1,2852
Joed_1_1,Joed_1,Joed,יוֹעֵד,yoed,Yahweh is witness,H3133,Ιωαδ,Iōad,,none,NEH 11:7,proper name,,,1,2853
Pedaiah_6_1,Pedaiah_6,Pedaiah,פְּדָיָה,pədayah,Yahweh ransoms,H6305,Φαδαια,PHadaia,,none,NEH 11:7,proper name,,,1,2854
Kolaiah_1_1,Kolaiah_1,Kolaiah,קוֹלָיָה,qolayah,Yahweh’s voice,H6964,Κωλια,Kōlia,,none,NEH 11:7,proper name,,,1,2855
Maaseiah_12_1,Maaseiah_12,Maaseiah,מַעֲשֵׂיָה,maəseyahu,Yahweh is a refuge,H4641,Μασαια,Masaia,,none,NEH 11:7,proper name,,,1,2856
Ithiel_1_1,Ithiel_1,Ithiel,אִיתִיאֵל,iytiyel,G-d [El] is with me,H384,Αιθιηλ,Aithiēl,,none,NEH 11:7,proper name,,,1,2857
Jeshaiah_5_1,Jeshaiah_5,Jeshaiah,יְשַׁעְיָה,yəshaəyah,Yahweh will save,H3470,Ιεσια,Iesia,,none,NEH 11:7,proper name,,,1,2858
Gabbai_1_1,Gabbai_1,Gabbai,גַּבַּי,gabay,collector,H1373,Γηβι,Gēbi,,none,NEH 11:8,proper name,,,1,2859
Sallai_1_1,Sallai_1,Sallai,סַלַּי,salay,[poss.] G-d had restored,H5543,Σηλι,Sēli,,none,NEH 11:8,proper name,,,1,2860
Joel_10_1,Joel_10,Joel,יוֹאֵ֔ל,yoel,Yahweh is G-d [El],H3100,Ιωηλ,Iōēl,,G2493,NEH 11:9,proper name,,,1,2861
Zichri_11_1,Zichri_11,Zichri,זִכְרִי,zikhəriy,Yahweh remembers,H2147,Ζεχρι,Zexri,,none,NEH 11:9,proper name,,,1,2862
Judah_3_1,Judah_3,Judah,יְהוּדָ֑ה,yəhudah,praised,H3063,Ιουδαs,Ioudas,,G2492a,NEH 11:9,proper name,,,1,2863
Hassenuah_2_1,Hassenuah_2,Hassenuah,הַסְּנֻאָֽה,hasənuah,the hated one,H5574,Ασανα,Asana,,none,NEH 11:9,proper name,,,1,2864
Jedaiah_5_1,Jedaiah_5,Jedaiah,יְדַעְיָה,yədaəyah,Yahweh has favored or Yahweh knows,H3048,Ιαδια,Iadia,,none,NEH 11:10,proper name,,,1,2865
Joiarib_3_1,Joiarib_3,Joiarib,יוֹיָרִיב,yoyariyv,"Yahweh contends, pleads [your case]",H3114,Ιωριβ,Iōrib,,none,NEH 11:10,proper name,,,1,2866
Jachin_4_1,Jachin_4,Jachin,יָכִין,yakhin,he establishes,H3199,Ιαχιν,Iaxin,,none,NEH 11:10,proper name,,,1,2867
Seraiah_8_1,Seraiah_8,Seraiah,שְׂרָיָה,səraiyah,Yahweh persists; Yahweh is prince; Yahweh contends,H8304,Σαραια,Saraia,,none,NEH 11:11,proper name,,,1,2868
Hilkiah_6_1,Hilkiah_6,Hilkiah,חִלְקִיָּה,chiləqiyah,Yahweh is [my] portion,H2518,Ελκια,Elkia,,none,NEH 11:11,proper name,,,1,2869
Meshullam_15_1,Meshullam_15,Meshullam,מְשֻׁלָּם,məshulam,restitution,H4918,Μεσουλαμ,Mesoulam,,none,NEH 11:11,proper name,,,1,2870
Zadok_6_1,Zadok_6,Zadok,צָדוֹק,tsadoq,righteous one,H6659,Σαδδουκ,Saddouk,,G4523,NEH 11:11,proper name,,,1,2871
Meraioth_3_1,Meraioth_3,Meraioth,מְרָיוֹת,mərayiot,rebellious,H4812,Μαριωθ,Mariōth,,none,NEH 11:11,proper name,,,1,2872
Ahitub_4_1,Ahitub_4,Ahitub,אֲחִיטוּב,achiytuv,[my] brother is goodness,H285,Αϊτωβ,Aïtōb,,none,NEH 11:11,proper name,,,1,2873
Adaiah_9_1,Adaiah_9,Adaiah,עֲדָיָה,adayah,adornment of Yahweh,H5718,[none],,,,NEH 11:12,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2874
Jeroham_7_1,Jeroham_7,Jeroham,יְרֹחָ֧ם,yərocham,he will be compassionate,H3395,[none],,,,NEH 11:12,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2875
Pelaliah_1_1,Pelaliah_1,Pelaliah,פְּלַלְיָה,pəlaləyah,Yahweh intercedes in arbitration,H6421,[none],,,,NEH 11:12,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2876
Amzi_2_1,Amzi_2,Amzi,אַמְצִי,amətsiy,[poss.] [Yahweh is] my strength,H557,Αμασι,Amasi,,none,NEH 11:12,proper name,,,1,2877
Zechariah_21_1,Zechariah_21,Zechariah,זְכַרְיָה,zəcharəyah,Yahweh remembers,H2148,Ζαχαρια,Zaxaria,,G2197,NEH 11:12,proper name,,,1,2878
Amashsai_1_1,Amashsai_1,Amashsai,עֲמַשְׁסַי,amashəsay,,H6023,Αμεσσαι,,,,NEH 11:13,proper name,,,1,2879
Azarel_4_1,Azarel_4,Azarel,עֲזַרְאֵל,azarəel,G-d [El] has helped,H5832,Εσδριηλ,Esdriēl,,none,NEH 11:13,proper name,,,1,2880
Ahzai_1_1,Ahzai_1,Ahzai,אַחְזַי,achəzay,Yahweh has grasped,H273,[none],,,,NEH 11:13,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2881
Meshillemith_1_2,Meshillemith_1,Meshillemoth,מְשִׁלֵּמוֹת,məshilemot,restitution,H4919,[none],,,,NEH 11:13,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,2,2882
Zabdiel_2_1,Zabdiel_2,Zabdiel,זַבְדִּיאֵל,zavədiyel,G-d [El] bestows,H2068,Βαδιηλ,Badiēl,,none,NEH 11:14,proper name,,,1,2883
Haggedolim_1_1,Haggedolim_1,Haggedolim,הַגְּדוֹלִֽים,hagədoliym,the great ones,H1419,[none],,,,NEH 11:14,proper name,,"Some texts translate the Hebrew word הַגְּדוֹלִֽים literally as ""great ones"", a group rather than a person.  This name is not present in the equivalent passage in Rahlfs' Septuaginta.",1,2884
Bunni_2_1,Bunni_2,Bunni,בּוּנִּֽי,buniy,,H1138,[none],,,,NEH 11:15,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2885
Mattaniah_9_1,Mattaniah_9,Mattaniah,מַתַּנְיָה,matanəyah,gift of Yahweh,H4983,Μαθανια,Mathania,,none,NEH 11:17,proper name,,,1,2886
Zichri_5_2,Zichri_5,Zabdi,זַבְדִּ֨י,zavədiy,Yahweh bestows,H2067,Ωβηδ,Obed,,G5601,NEH 11:17,proper name,,,2,2887
Bakbukiah_1_1,Bakbukiah_1,Bakbukiah,בַּקְבֻּקְיָה,baqəbuqəyah,Yahweh pours out,H1229,[none],,,,NEH 11:17,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2888
Obadiah_5_2,Obadiah_5,Abda,עַבְדָּא,avəda,servant of Yahweh,H5653,[none],,,,NEH 11:17,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,2,2889
Shemaiah_6_2,Shemaiah_6,Shammua,שַׁמּ֖וּעַ,shamua,[poss.] [Yahweh] hears; rumor,H8051,[none],,,,NEH 11:17,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,2,2890
Gishpa_1_1,Gishpa_1,Gishpa,גִּשְׁפָּא,gishəpa,listener,H1658,[none],,,,NEH 11:21,proper name,,This verse is missing from Rahlfs' Septuaginta.,1,2891
Uzzi_5_1,Uzzi_5,Uzzi,עֻזִּי,uziy,Yahweh is [my] strength,H5813,Οζι,Ozi,,none,NEH 11:22,proper name,,,1,2892
Bani_9_1,Bani_9,Bani,בָּנִי,baniy,descendant,H1137,Βανι,Bani,,none,NEH 11:22,proper name,,,1,2893
Hashabiah_7_1,Hashabiah_7,Hashabiah,חֲשַׁבְיָה,chashavəyah,Yahweh has reckoned,H2811,Ασαβια,Asabia,,none,NEH 11:22,proper name,,,1,2894
Pethahiah_4_1,Pethahiah_4,Pethahiah,פְּתַחְיָה,pətachəyah,Yahweh opens,H6611,Παθαια,Pathaia,,none,NEH 11:24,proper name,,,1,2895
Meshezabel_2_1,Meshezabel_2,Meshezabel,מְשֵׁיזַבְאֵל,məsheyzavəel,G-d [El] delivers,H4898,Βασηζα,Basēza,,none,NEH 11:24,proper name,,,1,2896
Shecaniah_8_1,Shecaniah_8,Shecaniah,שְׁכַנְיָה,shəkhanəyah,Yahweh has taken up his abode,H7935,Σεχενια,Sexenia,,none,NEH 12:3,proper name,,,1,2897
Rehum_4_1,Rehum_4,Rehum,רְחוּם,rəchum,[he] is compassionate,H7348,[none],,,,NEH 12:3,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2898
Ginnethon_1_2,Ginnethon_1,Ginnethoi,גִּנְּתוֹי,ginətoy,Ginnethon,H1599,[none],,,,NEH 12:4,proper name,,This verse is missing from Rahlfs' Septuaginta.,2,2899
Maaziah_2_2,Maaziah_2,Maadiah,מַעַדְיָה,maadəyah,[perhaps] Yahweh assembles or Yahweh promises,H4573,[none],,,,NEH 12:5,proper name,,This verse is missing from Rahlfs' Septuaginta.,2,2900
Bilgah_2_1,Bilgah_2,Bilgah,בִּלְגָּה,biləgah,"gleam, smile",H1083,[none],,,,NEH 12:5,proper name,,This verse is missing from Rahlfs' Septuaginta.,1,2901
Sallu_3_1,Sallu_3,Sallu,סַלּוּ,salu,[poss.] he restores,H5543,[none],,,,NEH 12:7,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2902
Amok_1_1,Amok_1,Amok,עָמוֹק,amoq,capable,H5987,[none],,,,NEH 12:7,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2903
Judah_4_1,Judah_4,Judah,יְהוּדָ֑ה,yəhudah,praised,H3063,Ιουδα,Iouda,,G2448,NEH 12:8,proper name,,,1,2904
Unni_2_1,Unni_2,Unni,עֻנִּי,uniy,Yahweh has answered,H6042,[none],,,,NEH 12:9,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2905
Joiakim_1_1,Joiakim_1,Joiakim,יוֹיָקִים,yoyaqiym,Yahweh lifts up,H3113,Ιωακιμ,Iōakim,,none,NEH 12:10,proper name,,,1,2906
Eliashib_8_1,Eliashib_8,Eliashib,אֶלְיָשִׁיב,eləyashiyv,G-d [El] restores,H475,Ελιασιβ,Eliasib,,none,NEH 12:10,proper name,,,1,2907
Joiada_2_1,Joiada_2,Joiada,יוֹיָדָע,yoyada,Yahweh knows,H3111,Ιωδαε,Iōdae,,none,NEH 12:10,proper name,,,1,2908
Jonathan_10_1,Jonathan_10,Jonathan,יוֹנָתָן,yonatan,gift of Yahweh,H3129,Ιωναθαν,Iōnathan,,none,NEH 12:11,proper name,,,1,2909
Jaddua_2_1,Jaddua_2,Jaddua,יַדּוּעַ,yadua,one known,H3037,Ιαδου,Iadou,,none,NEH 12:11,proper name,,,1,2910
