person_label_id,person_id,english_label,hebrew_label,hebrew_label_transliterated,hebrew_label_meaning,hebrew_strongs_number,greek_label,greek_label_transliterated,greek_label_meaning,greek_strongs_number,label_reference_id,label_type,label-given_by_god,label_notes,person_label_count,label_sequence
G-d_1_18,G-d_1,Shepherd,רֹעֶה,roeh,shepherd,H7473,[none],,,,GEN 49:24,title,Y,This title is not present in the equivalent passage in Rahlfs' Septuaginta.,18,389
G-d_1_19,G-d_1,Stone of Israel,אֶבֶן יִשְׂרָאֵל,even yisərael,stone [of] Israel,"H68, H3478",[none],,,,GEN 49:24,title,Y,This title is not present in the equivalent passage in Rahlfs' Septuaginta.,19,390
G-d_1_20,G-d_1,Almighty,שַׁדַּי,shaday,almighty,H7706,[none],,,,GEN 49:25,title,Y,This title is not present in the equivalent passage in Rahlfs' Septuaginta.,20,391
Machir_1_1,Machir_1,Machir,מָכִיר,makhiyr,bought,H4353,Μαχιρ,Maxir,,,GEN 50:23,proper name,,,1,392
Pharaoh_3_1,Pharaoh_3,Pharaoh,פַּרְעֹ֔ה,parəoh,,H6547,Φαραω,PHarao,,G5328,EXO 1:11,title,,,1,393
Pharaoh_3_2,Pharaoh_3,King of Egypt,מֶֽלֶךְ עַל־מִצְרָ֑יִם,melekh al mitsərayim,king of Egypt,"H4428, H4714",βασιλεὺς ἐπ᾿ Αἴγυπτον,basileùs ep᾿ Aígypton,king of Egypt,"G935, G125",EXO 1:15,title,,,2,394
Shiphrah_1_1,Shiphrah_1,Shiphrah,שִׁפְרָ֔ה,shifərah,"beautiful, fair",H8236,Σεπφωρα,Sepphōra,,,EXO 1:15,proper name,,,1,395
Puah_1_1,Puah_1,Puah,פּוּעָֽה,puah,[perhaps] girl,H6326,Φουα,PHoua,,,EXO 1:15,proper name,,,1,396
Moses_1_1,Moses_1,Moses,מֹשֶׁ֔ה,mosheh,draw out,H4872,Μωυσῆν,Mōysē̂n,,,"EXO 2:10, NUM 26:59",proper name,,,1,397
Reuel_2_1,Reuel_2,Reuel,רְעוּאֵ֖ל,rəuel,friend of G-d [El],H7467,Ραγουηλ,Ragouēl,,,EXO 2:18,proper name,,,1,398
Zipporah_1_1,Zipporah_1,Zipporah,צִפֹּרָ֥ה,tsiporah,"bird, swallow",H6855,Σεπφωραν,Sepphōran,,,EXO 2:21,proper name,,,1,399
Gershom_1_1,Gershom_1,Gershom,גֵּרְשֹׁ֑ם,gerəshom,temporary resident there,H1647,Γηρσαμ,Gērsam,,,EXO 2:22,proper name,,,1,400
Reuel_2_2,Reuel_2,Jethro,יִתְר֥וֹ,yitəro,remainder,H3503,Ιοθορ,Iothor,,,EXO 3:1,proper name,,,2,401
Reuel_2_3,Reuel_2,Priest of Midian,כֹּהֵ֣ן מִדְיָ֑ן,kohen midəyan,priest of Midian,"H3548, H4080",ερέως Μαδιαμ,eréōs Madiam,priest of Midian,,EXO 3:1,title,,,3,402
G-d_1_21,G-d_1,"the G-d of Abraham, the G-d of Isaac, and the G-d of Jacob",אֱלֹהֵ֧י אַבְרָהָ֛ם אֱלֹהֵ֥י יִצְחָ֖ק וֵאלֹהֵ֣י יַעֲקֹ֑ב,"elohei avram, elohei yitschaq, velohei yaaqov","the G-d of Abraham, the G-d of Isaac, and the G-d of Jacob","H430, H85, H430, H3327, H430, H3290",θεὸς Αβρααμ καὶ θεὸς Ισαακ καὶ θεὸς Ιακωβ.,θεὸς Αβρααμ καὶ θεὸς Ισαακ καὶ θεὸς Ιακωβ.,"the G-d of Abraham, the G-d of Isaac, and the G-d of Jacob","G2316, G11, G2316, G2464, G2316, G2384",EXO 3:6,title,Y,,21,403
Pharaoh_4_1,Pharaoh_4,Pharaoh,פַּרְעֹ֔ה,parəoh,,H6547,Φαραω,PHarao,,G5328,EXO 3:10,title,,The Pharaoh of the Exodus,1,404
G-d_1_22,G-d_1,the G-d of the fathers,אֱלֹהֵי אֲבוֹתֵיכֶם,elohey avoteykhem,G-d of your fathers,"H430, H1",Ο θεὸς τῶν πατέρων,HO theòs tō̂n patérōn,the G-d [of] the fathers,"G3588, G2316, G3588, G3962",EXO 3:13,title,Y,,22,405
G-d_1_23,G-d_1,I AM WHO I AM,אֶֽהְיֶ֖ה אֲשֶׁ֣ר אֶֽהְיֶ֑ה,ehəyeh asher ahəyah,I am being the [one who] is,"H1961, H834, H1961",Εγώ εἰμι ὁ ὤν,Egṓ eimi ho ṓn,I am [He] who exists,"G1473, G1510, G3588, G1510",EXO 3:14,proper name,Y,,23,406
G-d_1_24,G-d_1,I AM,אֶֽהְיֶ֖ה,hayah,I AM,H1961,Ὁ ὢν,HO ṑn,I AM,"G3588, G1510",EXO 3:14,proper name,Y,,24,407
Pharaoh_4_2,Pharaoh_4,King of Egypt,מֶ֥לֶךְ מִצְרַ֖יִם,melekh mitsərayim,king [of] Egypt,"H4428, H4714",Φαραω βασιλεὺς Αἰγύπτου,PHaraō basileùs Aigýptou,"Pharaoh, king of Egypt","G532, G935, G125",EXO 3:19,title,,,2,408
G-d_1_25,G-d_1,G-d of the Hebrews,אֱלֹהֵ֥י הָעִבְרִ֖ים,elohei ha'ivrim,G-d of the Hebrews,"H430, H5680",Ὁ θεὸς τῶν Εβραίων,HO theòs tō̂n Ebraíōn,the god of Hebrews,"G2316, G1445",EXO 3:18,title,Y,,25,409
Aaron_1_1,Aaron_1,Aaron,אַהֲרֹ֤ן,aharon,,H175,Ααρων,Aarōn,,,"EXO 4:14, NUM 26:59",proper name,,,1,410
G-d_1_26,G-d_1,LORD G-d of Israel,יְהוָה אֱלֹהֵי יִשְׂרָאֵל,y-h-v-h elohey yisərael,[special name of G-d] god [of] Israel,"H3068, H430, H415",κυρίου θεοῦ Ισραηλ,kyríou theoû Israēl,lord god [of] Israel,"G2962, G2316, G2474",EXO 5:1,title,Y,,26,411
Libni_1_1,Libni_1,Libni,לִבְנִ֥י,libəniy,white,H3845,Λοβενι,Lobeni,,,EXO 6:17,proper name,,Libnites (NUM 26:58),1,412
Shimei_1_1,Shimei_1,Shimei,שִׁמְעִי,shiməiy,Yahweh has heard' or 'famous',H8096,Σεμεϊ,Semeï,,,EXO 6:17,proper name,,,1,413
Amram_1_1,Amram_1,Amram,עַמְרָ֣ם,aməram,exalted people,H6019,Αμβραμ,Ambram,,,EXO 6:18,proper name,,,1,414
Izhar_1_1,Izhar_1,Izhar,יִצְהָר,yitsəhar,the shining one,H3324,Ισσααρ,Issaar,,,EXO 6:18,proper name,,,1,415
Hebron_1_1,Hebron_1,Hebron,חֶבְרוֹן,chevəron,association,H2275b,Χεβρων,Xebrōn,,,EXO 6:18,proper name,,Hebronites (NUM 26:58),1,416
Uzziel_1_1,Uzziel_1,Uzziel,עֻזִּיאֵל,uziyel,G-d [El] is [my] strength,H5816,Οζιηλ,Oziēl,,none,EXO 6:18,proper name,,,1,417
Mahli_1_1,Mahli_1,Mahli,מַחְלִ֣י,machəliy,"[perhaps] shrewd, cunning",H4249,Μοολι,Mooli,,,EXO 6:19,proper name,,Mahlites (NUM 26:58),1,418
Mushi_1_1,Mushi_1,Mushi,מוּשִׁי,mushiy,,H4187,Ομουσι,Omousi,,,EXO 6:19,proper name,,Mushites (NUM 26:58),1,419
Jochebed_1_1,Jochebed_1,Jochebed,יוֹכֶבֶד,yokheved,Yahweh is glorious,H3115,Ιωχαβεδ,Iōxabed,,,EXO 6:20,proper name,,,1,420
Korah_3_1,Korah_3,Korah,קֹ֥רַח,qorach,"shaven, bald",H7141,Κορε,Kore,,,EXO 6:21,proper name,,Korahites (NUM 26:58),1,421
Nepheg_1_1,Nepheg_1,Nepheg,נֶפֶג,nefeg,"sprout, shoot",H5298,Ναφεκ,Naphek,,,EXO 6:21,proper name,,,1,422
Zichri_1_1,Zichri_1,Zichri,זִכְרִי,zikhəriy,Yahweh remembers,H2147,Ζεχρι,Zexri,,,EXO 6:21,proper name,,,1,423
Mishael_1_1,Mishael_1,Mishael,מִֽישָׁאֵ֥ל,miyshael,Who belongs to G-d [El]?,H4332,[none],,,,EXO 6:22,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,424
Elzaphan_1_1,Elzaphan_1,Elzaphan,אֶלְצָפָן,elətsafan,G-d [El] is [my] hiding place,H469,Ελισαφαν,Elisaphan,,,EXO 6:22,proper name,,,1,425
Sithri_1_1,Sithri_1,Sithri,סִתְרִי,sitəriy,[poss.] Yahweh is my hiding place,H5644,Σετρι,Setri,,,EXO 6:22,proper name,,,1,426
Elisheba_1_1,Elisheba_1,Elisheba,אֱלִישֶׁבַע,eliysheva,G-d [El] is an oath; G-d [El] is my fill,H472,Ελισαβεθ,Elisabeth,,,EXO 6:23,proper name,,,1,427
Amminadab_1_1,Amminadab_1,Amminadab,עַמִּינָדָב,amiynadav,[my] people are generous,H5992,Αμιναδαβ,Aminadab,,G284,EXO 6:23,proper name,,,1,428
Nahshon_1_1,Nahshon_1,Nahshon,נַחְשׁ֖וֹן,nachəshon,small viper,H5177,Ναασσων,Naassōn,,,EXO 6:23,proper name,,,1,429
Nadab_1_1,Nadab_1,Nadab,נָדַב,nadav,"volunteer, free will offering",H5070,Ναδαβ,Nadab,,,"EXO 6:23, NUM 26:60",proper name,,,1,430
Abihu_1_1,Abihu_1,Abihu,אֲבִיהוּא,aviyhu,he is [my] father,H30,Αβιουδ,Abioud,,,"EXO 6:23, NUM 26:60",proper name,,,1,431
Eleazar_1_1,Eleazar_1,Eleazar,אֶלְעָזָר,eləatsar,G-d [El] is a help,H499,Ελεαζαρ,Eleazar,,G1648,"EXO 6:23, NUM 26:60",proper name,,,1,432
Ithamar_1_1,Ithamar_1,Ithamar,אִֽיתָמָֽר,iytamar,[poss.] [is]land of palms; [father] of Tamar,H385,Ιθαμαρ,Ithamar,,none,"EXO 6:23, NUM 26:60",proper name,,,1,433
Assir_1_1,Assir_1,Assir,אַסִּ֥יר,asiyr,prisoner,H617,Ασιρ,Asir,,none,EXO 6:24,proper name,,,1,434
Elkanah_1_1,Elkanah_1,Elkanah,אֶלְקָנָה,eləqanah,G-d [El] has possessed,H511,Ελκανα,Elkana,,none,EXO 6:24,proper name,,,1,435
Abiasaph_1_1,Abiasaph_1,Abiasaph,אֲבִיאָסָף,aviyasaf,[my] father has gathered,H23,Αβιασαφ,Abiasaph,,none,EXO 6:24,proper name,,,1,436
Putiel_1_1,Putiel_1,Putiel,פּוּטִיאֵל,putiyel,he whom G-d [El] gives,H6317,Φουτιηλ,PHoutiēl,,none,EXO 6:25,proper name,,,1,437
Phinehas_1_1,Phinehas_1,Phinehas,פִּינְחָס,piynəchas,the black man,H6372,Φινεες,PHinees,,none,EXO 6:25,proper name,,,1,438
G-d_1_27,G-d_1,LORD,יָהּ,yah,[shortened form of Y-H-V-H],H3050,[none],,,,EXO 15:2,proper name,Y,,27,439
Miriam_1_1,Miriam_1,Miriam,מִרְיָ֨ם,mirəyam,[variously] bitterness; plump one; wished-for child; one who loves or is loved,H4813,Μαριαμ,Mariam,,none,"EXO 15:20, NUM 26:59",proper name,,,1,440
G-d_1_28,G-d_1,The Lord Your Healer,יְהוָ֖ה רֹפְאֶֽךָ,y-h-v-h rofəekha,[special name of G-d] Your healer,"H3068, H7495",κύριος ὁ ἰώμενός σε,kýrios ho iṓmenós se,the Lord healing you,"G2962, G3588, G2390, G4771",EXO 15:26,title,Y,,28,441
Joshua_1_1,Joshua_1,Joshua,יְהוֹשֻׁעַ,yəhoshua,Yahweh saves,H3091,Ἰησοῦ,Iēsoû,,none,EXO 17:9,proper name,,Moses' name for Hosea (NUM 13:16),1,442
Hur_1_1,Hur_1,Hur,חוּר,hur,[perhaps] child,H2354,Ωρ,Ōr,,none,EXO 17:10,proper name,,,1,443
Eliezer_2_1,Eliezer_2,Eliezer,אֱלִיעֶ֑זֶר,eliyezer,G-d [El] is [my] help,H461,Ελιεζερ,Eliezer,,none,EXO 18:4,proper name,,,1,444
G-d_1_29,G-d_1,G-d of Israel,אֱלֹהֵי יִשְׂרָאֵל,elohei yisərael,G-d of Israel,"H430, H3478",θεὸς τοῦ Ισραηλ,theòs toû Israēl,god of Israel,"G2316, G3588, G2474",EXO 24:10,title,Y,,29,445
Bezalel_1_1,Bezalel_1,Bezalel,בְּצַלְאֵל,bətsaləel,in the shadow of G-d [El],H1212,Βεσελεηλ,Beseleēl,,none,EXO 31:2,proper name,,,1,446
Uri_1_1,Uri_1,Uri,אוּרִי,uriy,"Yahweh is [my] flame, light",H221,Ουριου,Ouriou,,none,EXO 31:2,proper name,,,1,447
Oholiab_1_1,Oholiab_1,Oholiab,אָהֳלִיאָ֞ב,ahaliyav,tent of [my] father,H171,Ελιαβ,Eliab,,none,EXO 31:6,proper name,,,1,448
Ahisamach_1_1,Ahisamach_1,Ahisamach,אֲחִֽיסָמָךְ֙,achiysamakh,[my] brother is a support,H294,Αχισαμαχ,Axisamax,,none,EXO 31:6,proper name,,,1,449
Nun_1_1,Nun_1,Nun,נוּן֙,nun,"fish hence fertile, productive",H5126,Ναυη,Nauē,,none,EXO 33:11,proper name,,,1,450
G-d_1_30,G-d_1,Jealous,קַנָּ֣א,qana,jealous,H7067,ζηλωτὸν,zēlōtòn,zealous,G2207,EXO 34:14,title,Y,,30,451
Shelomith_1_1,Shelomith_1,Shelomith,שְׁלֹמִית,shəlomiyt,at peace,H8019,Σαλωμιθ,Salōmith,,none,LEV 24:11,proper name,,,1,452
Dibri_1_1,Dibri_1,Dibri,דִּבְרִי,divəriy,[poss.] speak,H1704,Δαβρι,Dabri,,none,LEV 24:11,proper name,,,1,453
Elizur_1_1,Elizur_1,Elizur,אֱלִיצוּר,eliytsur,G-d [El] is [my] Rock,H468,Ελισουρ,Elisour,,none,NUM 1:5,proper name,,,1,454
Shedeur_1_1,Shedeur_1,Shedeur,שְׁדֵיאֽוּר,shədiyur,Shaddai is light or Shaddai is fire,H7707,Σεδιουρ,Sediour,,none,NUM 1:5,proper name,,,1,455
Shelumiel_1_1,Shelumiel_1,Shelumiel,שְׁלֻמִיאֵ֖ל,shəlumiyel,G-d [El] is [my] peace,H8017,Σαλαμιηλ,Salamiēl,,none,NUM 1:6,proper name,,,1,456
Zurishaddai_1_1,Zurishaddai_1,Zurishaddai,צוּרִֽישַׁדָּי,tsuriyshaday,Shaddai is [my] rock,H6701a,Σουρισαδαι,Sourisadai,,none,NUM 1:6,proper name,,,1,457
Nethanel_1_1,Nethanel_1,Nethanel,נְתַנְאֵל,nətanəel,G-d [El] has given,H5417,Ναθαναηλ,Nathanaēl,,G3482,NUM 1:8,proper name,,,1,458
Zuar_1_1,Zuar_1,Zuar,צוּעָר,tsuar,little one,H6686,Σωγαρ,Sōgar,,none,NUM 1:8,proper name,,,1,459
Eliab_1_1,Eliab_1,Eliab,אֱלִיאָב,eliyav,G-d [El] is [my] father,H446,Ελιαβ,Eliab,,none,NUM 1:9,proper name,,,1,460
Helon_1_1,Helon_1,Helon,חֵלֹֽן,chelon,"strength, power",H2497,Χαιλων,Xailōn,,none,NUM 1:9,proper name,,,1,461
Elishama_1_1,Elishama_1,Elishama,אֱלִישָׁמָע,eliyshama,G-d [El] has heard,H476,Ελισαμα,Elisama,,none,NUM 1:10,proper name,,,1,462
Ammihud_1_1,Ammihud_1,Ammihud,עַמִּיהוּד,amiyhud,[my] people have majesty,H5989,Εμιουδ,Emioud,,none,NUM 1:10,proper name,,,1,463
Gamaliel_1_1,Gamaliel_1,Gamaliel,גַּמְלִיאֵל,gaməliyel,recompense of G-d [El],HH1583,Γαμαλιηλ,Gamaliēl,,none,NUM 1:10,proper name,,,1,464
Pedahzur_1_1,Pedahzur_1,Pedahzur,פְּדָהצֽוּר,pədahtsur,the Rock ransoms,H6301,Φαδασσουρ,PHadassour,,none,NUM 1:10,proper name,,,1,465
Abidan_1_1,Abidan_1,Abidan,אֲבִידָן,aviydan,[my] father is judge,H27,Αβιδαν,Abidan,,none,NUM 1:11,proper name,,,1,466
Gideoni_1_1,Gideoni_1,Gideoni,גִּדְעֹנִֽי,gidəoniy,"one who cuts, hacks",H1441,Γαδεωνι,Gadeōni,,none,NUM 1:11,proper name,,,1,467
Ahiezer_1_1,Ahiezer_1,Ahiezer,אֲחִיעֶזֶר,achiyezer,[my] brother is a help,H295,Αχιεζερ,Axiezer,,none,NUM 1:12,proper name,,,1,468
Ammishaddai_1_1,Ammishaddai_1,Ammishaddai,עַמִּישַׁדָּי,amiyshaday,Shaddai is [my] kinsman,H5996,Αμισαδαι,Amisadai,,none,NUM 1:12,proper name,,,1,469
Pagiel_1_1,Pagiel_1,Pagiel,פַּגְעִיאֵל,pagəiyel,,H6295,Φαγαιηλ,PHagaiēl,,none,NUM 1:13,proper name,,,1,470
Ochran_1_1,Ochran_1,Ochran,עָכְרָֽן,akhəran,trouble,H5918,Εχραν,Exran,,none,NUM 1:13,proper name,,,1,471
Eliasaph_1_1,Eliasaph_1,Eliasaph,אֶלְיָסָף,eləyasaf,G-d [El] has added,H460,Ελισαφ,Elisaph,,none,NUM 1:14,proper name,,,1,472
Deuel_1_1,Deuel_1,Deuel,דְּעוּאֵֽל,dəuel,known of G-d [El],H1845,Ραγουηλ,Ragouēl,,none,NUM 1:14,proper name,,Greek contains scribal error mistaking ד (d) for ר (r) in the Hebrew,1,473
Ahira_1_1,Ahira_1,Ahira,אֲחִירַ֖ע,achiyra,[my] brother is my friend or my brother is evil,H299,Αχιρε,Axire,,none,NUM 1:15,proper name,,,1,474
Enan_1_1,Enan_1,Enan,עֵינָֽן,enan,spring,H5881,Αιναν,Ainan,,none,NUM 1:15,proper name,,,1,475
Eliasaph_2_1,Eliasaph_2,Eliasaph,אֶלְיָסָף,eləyasaf,G-d [El] has added,H460,Ελισαφ,Elisaph,,none,NUM 3:24,proper name,,,1,476
Lael_1_1,Lael_1,Lael,לָאֵל,lael,[belonging] to God [El],H3815,Λαηλ,Laēl,,none,NUM 3:24,proper name,,,1,477
Elzaphan_1_2,Elzaphan_1,Elizaphan,אֶלִיצָפָ֖ן,eliytsafan,G-d [El] is [my] hiding place,H469,Ελισαφαν,Elisaphan,,none,NUM 3:30,proper name,,,2,478
Zuriel_1_1,Zuriel_1,Zuriel,צוּרִיאֵ֖ל,tsuriyel,G-d [El] is [my] rock,H6700,Σουριηλ,Souriēl,,none,NUM 3:35,proper name,,,1,479
Abihail_1_1,Abihail_1,Abihail,אֲבִיחָ֑יִל,aviychayil,[my] father has strength/wealth or cause of strength/wealth,H32,Αβιχαιλ,Abixail,,none,NUM 3:35,proper name,,,1,480
Hobab_1_1,Hobab_1,Hobab,חֹבָב,chobab,beloved; [poss.] deceit,H2246,Ιωβαβ,Iōbab,,none,NUM 10:29,proper name,,,1,481
Eldad_1_1,Eldad_1,Eldad,אֶלְדָּ֡ד,elədad,beloved of G-d [El]; [poss.] Dadi is god,H419,Ελδαδ,Eldad,,none,NUM 11:26,proper name,,,1,482
Medad_1_1,Medad_1,Medad,מֵידָ֜ד,meydad,beloved,H4312,Μωδαδ,Mōdad,,none,NUM 11:26,proper name,,,1,483
Moses_1_2,Moses_1,My servant Moses,עַבְדִּי מֹשֶׁה,avədiy mosheh,servant [of mine] Moses,"H5650, H4872",θεράπων μου Μωυσῆς,therápōn mou Mōysē̂s,servant [attendant?] [of me] Moses,"G2324, G1473, G3475",NUM 12:7,title,Y,"Moses is the second person called ""My servant"". Others include Abraham, David, and Messiah.",2,484
Shammua_1_1,Shammua_1,Shammua,שַׁמּ֖וּעַ,shamua,[poss.] [Yahweh] hears; rumor,H8051,Σαλαμιηλ,Salamiēl,,none,NUM 13:4,proper name,,,1,485
Zaccur_1_1,Zaccur_1,Zaccur,זַכּֽוּר,zakəur,remembering,H2139,Ζακχουρ,Zakxour,,none,NUM 13:4,proper name,,,1,486
Shaphat_1_1,Shaphat_1,Shaphat,שָׁפָ֖ט,shafat,he judges,H8202,Σαφατ,Saphat,,none,NUM 13:5,proper name,,,1,487
Hori_2_1,Hori_2,Hori,חוֹרִֽי,choriy,cave-dweller,H2752,Σουρι,Souri,,none,NUM 13:5,proper name,,,1,488
Caleb_1_1,Caleb_1,Caleb,כָּלֵב,kalev,"dog; snappish, warding off",H3612,Χαλεβ,Xaleb,,none,NUM 13:6,proper name,,,1,489
Jephunneh_1_1,Jephunneh_1,Jephunneh,יְפֻנֶּֽה,yəfunah,[perhaps] may he [G-d] turn or turned,H3312,Ιεφοννη,Iephonnē,,none,NUM 13:6,proper name,,,1,490
Igal_1_1,Igal_1,Igal,יִגְאָ֖ל,yigəal,he redeems,H3008,Ιγααλ,Igaal,,none,NUM 13:7,proper name,,,1,491
Joseph_2_1,Joseph_2,Joseph,יוֹסֵֽף,yosef,he will add,H3130,Ιωσηφ,Iōsēph,,none,NUM 13:7,proper name,,,1,492
Joshua_1_2,Joshua_1,Hoshea,הוֹשֵׁ֥עַ,hoshea,salvation,H1954,Αυση,Ausē,,none,"NUM 13:8, NUM 13:6",proper name,,,2,493
Palti_1_1,Palti_1,Palti,פַּלְטִ֖י,palətiy,G-d [El] is [my] deliverance,H6406,Φαλτι,PHalti,,none,NUM 13:9,proper name,,,1,494
Raphu_1_1,Raphu_1,Raphu,רָפֽוּא,rafəu,healed,H7505,Ραφου,Raphou,,none,NUM 13:9,proper name,,,1,495
Gaddiel_1_1,Gaddiel_1,Gaddiel,גַּדִּיאֵ֖ל,gadiyel,G-d [El] is my fortune; Gad is [my] G-d,H1427,Γουδιηλ,Goudiēl,,none,NUM 13:10,proper name,,,1,496
Sodi_1_1,Sodi_1,Sodi,סוֹדִֽי,sodiy,Yahweh confides,H5476,Σουδι,Soudi,,none,NUM 13:10,proper name,,,1,497
Gaddi_1_1,Gaddi_1,Gaddi,גַּדִּ֖י,gadiy,of G-d,H3426,Γαδδι,Gaddi,,none,NUM 13:11,proper name,,,1,498
Susi_1_1,Susi_1,Susi,סוּסִֽי,susiy,[my] horse,H5485,Σουσι,Sousi,,none,NUM 13:11,proper name,,,1,499
Ammiel_1_1,Ammiel_1,Ammiel,עַמִּיאֵ֖ל,amiyel,G-d [El] is my kinsman,H5988,Αμιηλ,Amiēl,,none,NUM 13:12,proper name,,,1,500
Gemalli_1_1,Gemalli_1,Gemalli,גְּמַלִּֽי,gəmaliy,my reward,H1582,Γαμαλι,Gamali,,none,NUM 13:12,proper name,,,1,501
Sethur_1_1,Sethur_1,Sethur,סְת֖וּר,səthur,concealed [by deity],H5639,Σαθουρ,Sathour,,none,NUM 13:13,proper name,,,1,502
Michael_1_1,Michael_1,Michael,מִיכָאֵֽל,miykael,Who is like G-d [El]?,H4317,Μιχαηλ,Mixaēl,,G3413,NUM 13:13,proper name,,,1,503
Nahbi_1_1,Nahbi_1,Nahbi,נַחְבִּ֖י,nachəbiy,[perhaps] hidden or timid,H5147,Ναβι,Nabi,,none,NUM 13:14,proper name,,,1,504
Vophsi_1_1,Vophsi_1,Vophsi,וָפְסִֽי,vafəsiy,,H2058,Ιαβι,Iabi,,none,NUM 13:14,proper name,,,1,505
Geuel_1_1,Geuel_1,Geuel,גְּאוּאֵ֖ל,gəuel,splendor of G-d [El],H1345,Γουδιηλ,Goudiēl,,none,NUM 13:15,proper name,,,1,506
Machi_1_1,Machi_1,Machi,מָכִֽי,makiy,perhaps] reduced or bought,H4352,Μακχι,Makxi,,none,NUM 13:15,proper name,,,1,507
Ahiman_1_1,Ahiman_1,Ahiman,אֲחִימַן֙,achiyman,[poss.] [my] brother is a gift,H289,Θολμι,Tholmi,,none,NUM 13:22,proper name,,,1,508
Sheshai_1_1,Sheshai_1,Sheshai,שֵׁשַׁ֤י,sheshai,noble,H8343,Σουσι,Sousi,,none,NUM 13:22,proper name,,,1,509
Talmai_1_1,Talmai_1,Talmai,תַּלְמַ֔י,taləmay,[poss.] [my] furrow maker,H8526,Αχιμα,Axima,,none,NUM 13:22,proper name,,,1,510
Anak_1_1,Anak_1,Anak,עָנַק,anaq,,H6062,Ενακ,Enak,,none,NUM 13:22,proper name,,,1,511
Caleb_1_2,Caleb_1,My servant Caleb,עַבְדִּי כָלֵ֗ב,avədiy kalev,servant [of mine] Caleb,"H5650, H3612",παῖς μου Χαλεβ,paîs mou Xaleb,slave [child?] mine Caleb,"G3816, G1473, none",NUM 14:24,title,Y,"Caleb is the third person called ""My servant"".  Others include Abraham, Moses, David, and Messiah.",2,512
Dathan_1_1,Dathan_1,Dathan,דָּתָן,datan,strong,H1885,Δαθαν,Dathan,,none,"NUM 16:1, NUM 26:9",proper name,,,1,513
Abiram_1_1,Abiram_1,Abiram,אֲבִירָם,aviyram,[my] father is exalted,H48,Αβιρων,Abirōn,,none,"NUM 16:1, NUM 26:9",proper name,,,1,514
Eliab_2_1,Eliab_2,Eliab,אֱלִיאָ֛ב,eliyav,G-d [El] is [my] father,H446,Ελιαβ,Eliab,,none,NUM 16:1,proper name,,,1,515
On_1_1,On_1,On,אוֹן,on,Sun [god] city,H203,Αυν,Aun,,none,NUM 16:1,proper name,,,1,516
Peleth_1_1,Peleth_1,Peleth,פֶּ֖לֶת,pelet,[perhaps] swift or swiftness,H6431,Φαλεθ,PHaleth,,none,NUM 16:1,proper name,,,1,517
King of Edom_1_1,King of Edom_1,King of Edom,מֶ֣לֶךְ אֱד֑וֹם,melekh edom,king [of] Edom,"H4428, H112b",βασιλέα Εδωμ,basiléa Edōm,king of Edom,"G935, none",NUM 20:14,title,,,1,518
King of Arad_1_1,King of Arad_1,King of Arad,מֶֽלֶךְ־עֲרָד֙,melekh arad,king of Arad,"H4428, H6166a",βασιλεὺς Αραδ,basileùs Arad,king of Arad,"G935, none",NUM 21:1,title,,,1,519
Sihon_1_1,Sihon_1,Sihon,סִיחֹ֥ן,siychon,,H5511,Σηων,Sēōn,,none,NUM 21:21,proper name,,,1,520
Sihon_1_2,Sihon_1,King of Amorites,מֶֽלֶךְ־הָאֱמֹרִי,melekh haemoriy,king of the Amori,"H4428, H567",βασιλέα Αμορραίων,basiléa Amorraíōn,king of the Amorrai,"G935, none",NUM 21:21,title,,,2,521
King of Moab_1_1,King of Moab_1,King of Moab,מֶ֤לֶךְ מוֹאָב,melekh moav,king [of] Moab,"H4428, H4124",βασιλέα Μωαβ,basileùs Mōab,king of Moab,"G935, none",NUM 21:26,title,,,1,522
Og_1_1,Og_1,Og,עוֹג֩,og,,H5747,Ωγ,Ōg,,none,NUM 21:33,proper name,,,1,523
Og_1_2,Og_1,King of Bashan,מֶֽלֶךְ־הַבָּשָׁ֨ן,melekh habashan,king of the Bashan,"H4428, H1316",βασιλεὺς τῆς Βασαν,basileùs tē̂s Basan,king of Basan,"G935, none",NUM 21:33,title,,,2,524
Balak_1_1,Balak_1,Balak,בָּלָ֖ק,balaq,devastator,H1111,Βαλακ,Balak,,none,NUM 22:2,proper name,,,1,525
Zippor_1_1,Zippor_1,Zippor,צִפּ֑וֹר,tsipor,"bird, swallow",H6834,Σεπφωρ,Sepphōr,,none,NUM 22:2,proper name,,,1,526
Balak_1_2,Balak_1,King of Moab,מֶ֥לֶךְ לְמוֹאָ֖ב,melekh ləmoav,king [of] Moab,"H4428, H4124",βασιλεὺς Μωαβ,basileùs Mōab,king of Moab,"G935, none",NUM 22:4,title,,,2,527
Balaam_1_1,Balaam_1,Balaam,בִּלְעָ֣ם,biləam,"[poss.] Baal [lord] of the people; [poss.] the clan brings forth; devourer, glutton",H1109a,Βαλααμ,Balaam,,none,NUM 22:5,proper name,,,1,528
Beor_2_1,Beor_2,Beor,בְּע֗וֹר,bəor,[perhaps] a burning,H1160,Βεωρ,Beōr,,none,NUM 22:5,proper name,,,1,529
Agag_1_1,Agag_1,Agag,אֲגַג,agag,[poss.] violent,H90,Γωγ,Gōg,,none,NUM 24:7,proper name,,,1,530
